"id_tree";"species";"x";"y";"z";"dbh_cm";"crown_type";"h_m";"hbase_m";"hmax_m";"rn_m";"rs_m";"re_m";"rw_m";"crown_openness";"crown_lad";"added_to_fill"
423;"picea";98.0096367145346;11.9961805591836;0;55.70423008;"8E";33.7;6.4;20.5;4.16;3.52;3.52;4.27;0.035;0.6;FALSE
13;"abies";173.966860666805;29.9461145274373;0;50.6112719;"8E";33;2.5;20.4;4.22;3.68;2.73;4.29;0.035;0.6;FALSE
401;"abies";94.0493133257301;73.9955824809448;0;50.92958179;"8E";30.5;4.1;20.4;5.56;5.3;4.79;4.88;0.035;0.6;FALSE
117;"picea";154.956173095224;62.974038441237;0;93.58310654;"8E";39.5;14.3;20;5.85;5.57;3.76;6.34;0.035;0.6;FALSE
528;"pseudotsuga";70.003925098186;5.94803068819705;0;77.98592212;"8E";45.4;10.8;19.9;3.25;3.91;3.23;4.14;0.035;0.6;FALSE
301;"picea";114.963151047554;69.9667623378762;0;43.92676429;"8E";31.5;8.9;19.7;3.38;3.05;3.37;3.02;0.035;0.6;FALSE
307;"picea";110.950603614062;58.9690597098735;0;48.06479281;"8E";32.1;0.4;19.5;2.99;3.62;3.59;3.28;0.035;0.6;FALSE
101;"abies";157.985924557314;10.9498074899008;0;40.10704566;"8E";26.6;4.3;19.5;3.79;3.42;3.93;5;0.035;0.6;FALSE
119;"picea";155.039050383532;75.9910707971575;0;31.19436885;"8E";25.6;13.7;19.5;1.48;1.92;2.8;0.47;0.035;0.6;FALSE
108;"picea";159.960977377779;33.9878014641246;0;52.20282133;"8E";33.5;4.8;19.4;3.19;3.07;2.43;3.44;0.035;0.6;FALSE
613;"picea";61.0058735725668;39.9992431297872;0;76.71268257;"8E";38.8;11;19.3;4.29;3.78;5.08;4.33;0.035;0.6;FALSE
507;"picea";64.0341112942307;50.9632650333174;0;58.25070917;"8E";36;9.9;19.2;2.81;3.61;2.96;3.63;0.035;0.6;FALSE
313;"abies";105.000468435642;25.0260797087228;0;42.33521486;"8E";30.8;12;19.2;2.17;2.94;2.93;3.25;0.035;0.6;FALSE
801;"pseudotsuga";16.0387004859632;15.9981318096955;0;95.49296586;"8E";54.3;7.4;19;4.8;6.91;5.56;5.91;0.035;0.6;FALSE
112;"picea";147.023037959103;46.0106847954499;0;47.74648293;"8E";32;7.6;19;4.04;3.7;3.56;1.83;0.035;0.6;FALSE
100;"picea";157.009940417827;8.00066270548098;0;41.3802852;"8E";31.5;9.4;19;1.34;2.05;2;2.21;0.035;0.6;FALSE
309;"picea";109.959860505425;35.9647464601222;0;106.315502;"8E";42.3;8.4;18.9;5.23;5.44;4.41;4.58;0.035;0.6;FALSE
524;"pseudotsuga";75.0098646860604;8.99443329496975;0;126.3690248;"8E";47.8;15.7;18.7;8.8;6.55;7.27;8.78;0.035;0.6;FALSE
515;"abies";72.0463393675962;27.0174052387648;0;50.6112719;"8E";29.6;10.3;18.7;5.05;4.18;2.5;5.32;0.035;0.6;FALSE
118;"picea";155.998761813442;69.0240804877556;0;37.56056657;"8E";28.9;8.6;18.7;3.59;1.85;3.67;2.68;0.035;0.6;FALSE
212;"picea";141.002892285992;44.9919374889366;0;47.42817304;"8E";34.3;10.8;18.5;3.18;2.35;3.55;2.1;0.035;0.6;FALSE
407;"picea";97.9589264102728;60.9830913463014;0;72.89296394;"8E";37.3;12.5;18.4;4.39;4.6;2.99;4.3;0.035;0.6;FALSE
