# Model	: samsara2																																														
# Author	: Benoit Courbaud																																														
# Project	: sam																																														
# Stand date	: 2012																																														
# Initial source	: C:\Users\benoit.courbaud\Capsis4\data\samsara2\DemoFiles\Prenovel\Prenovel01_26_Adrien_Inventory.txt																																														
# File format : 																																															
#    Name	: Chargeur / exporteur d'inventaires Samsara2																																														
#    Class name	: samsara2.extension.ioformat.Samsa2Inventory																																														
#    Version	: 1.0																																														
#    Author	: F. de Coligny																																														
																																															
																																															
# Samsa2InventoryExport																																															
# 																																															
# Key records section																																															
# 																																															
treeRecruitmentDbh = 7.5																																															
date = 2012																																															
cellWidth = 10																																															
plotXMin = 0																																															
plotYMin = 0																																															
plotXMax = 100																																															
plotYMax = 100																																															
plotSlope = 6																																															
plotAspect = 144																																															
bottomAzimut = 270																																															
canopyTop = 40.0																																															
balRadius = 17.0																																															
336061	1	35.2988	98.6721	0.8076																																											
336916	1	30.59	91.2028	0.5975																																											
336919	1	34.6264	92.994	0.6647																																											
336921	1	32.6976	91.4578	0.7347																																											
337824	1	39.0429	96.9334	0.5331																																											
337825	1	31.5916	99.6986	0.6647																																											
337827	2	36.0812	91.9211	0.2643																																											
338676	1	36.7527	95.3825	0.5975																																											
338681	1	35.3151	90.8007	0.5331																																											
339567	1	36.0804	92.3243	0.5331																																											
339568	1	39.2053	97.942	0.4718																																											
339572	1	32.2655	90.511	0.5975																																											
339574	1	33.7274	96.0355	0.5331																																											
339576	1	37.0156	91.1188	0.5331																																											
339577	1	31.849	92.0756	0.5975																																											
340415	1	35.3712	98.8991	0.5331																																											
340417	1	34.1344	98.8851	0.3064																																											
340422	1	36.3334	98.3598	0.5331																																											
340425	1	37.0234	93.6822	0.5331																																											
340428	1	33.6836	99.7897	0.4135																																											
341323	1	35.7476	96.779	0.3583																																											
342195	1	39.0457	93.4928	0.3583																																											
342197	1	36.9152	99.0136	0.4135																																											
342198	1	33.945	99.2447	0.4135																																											
342200	1	36.0093	95.1344	0.3583																																											
342202	1	39.2945	97.5008	0.3583																																											
342204	1	30.2269	92.6024	0.3583																																											
342205	1	32.4138	97.6586	0.3583																																											
342206	1	39.0207	91.2999	0.4718																																											
342210	1	31.2796	91.7073	0.3583																																											
343118	1	35.441	97.9372	0.3583																																											
343119	1	31.1574	94.6922	0.3064																																											
343120	1	37.0699	93.1744	0.4135																																											
343121	1	39.455	90.0546	0.3064																																											
343962	1	31.9828	99.6903	0.3583																																											
343963	1	36.7159	95.8528	0.2579																																											
343967	1	31.3471	91.12	0.3583																																											
343968	1	32.628	93.221	0.2128																																											
343970	1	32.9198	98.7552	0.3583																																											
343971	1	36.1624	94.9329	0.2128																																											
344872	1	32.7528	97.4392	0.2128																																											
344873	1	37.2481	93.006	0.3064																																											
344874	1	37.0876	94.943	0.2579																																											
344875	1	38.9211	94.6331	0.2579																																											
344876	1	33.3543	96.412	0.1713																																											
345651	1	32.9242	99.0917	0.2579																																											
345652	1	30.4395	95.4634	0.1337																																											
345654	1	31.5487	99.7387	0.2579																																											
345657	1	30.1773	99.8765	0.2579																																											
346485	1	36.5289	90.4954	0.2128																																											
346486	1	30.4145	95.9748	0.2128																																											
346487	1	32.2154	97.1475	0.1713																																											
346490	1	34.7792	93.2225	0.2128																																											
346491	1	38.6107	95.6059	0.2128																																											
346492	1	33.8887	92.521	0.1713																																											
346493	1	34.7552	96.7078	0.2128																																											
346494	1	30.4113	93.0084	0.1337																																											
346495	1	31.0836	96.8446	0.1713																																											
346496	1	32.893	92.5934	0.2128																																											
346497	1	37.9293	90.6794	0.1713																																											
347376	1	33.4894	95.2964	0.1713																																											
347377	1	38.9888	93.4705	0.1713																																											
347378	1	37.5162	92.598	0.1713																																											
347379	1	30.5078	98.5848	0.1713																																											
348282	1	33.6727	99.1115	0.1337																																											
348283	1	33.1408	96.0026	0.1337																																											
348285	1	36.9667	90.2353	0.1337																																											
348286	2	37.1957	94.0212	0.1135																																											
349180	0	32.1296	93.2471	0.1																																											
349181	1	36.675	99.3624	0.1																																											
349182	1	32.3624	90.3263	0.1																																											
349183	1	39.0291	95.646	0.1																																											
292445	1	41.7927	94.9761	4.4581																																											
302401	1	49.638	93.5491	3.9406																																											
305069	1	47.6157	96.7579	3.5691																																											
305953	1	49.4388	97.2448	3.6914																																											
306848	1	49.4592	97.79	3.9406																																											
312128	1	47.7208	93.0901	2.87																																											
312981	1	47.2904	95.8089	2.5432																																											
314794	1	47.9757	90.5311	1.9371																																											
316551	1	45.6956	97.2317	2.4377																																											
319199	1	40.9543	91.286	1.6588																																											
320063	1	44.0889	91.3493	1.6588																																											
321020	1	45.9047	92.2416	1.7497																																											
321919	1	46.9559	93.484	1.7497																																											
321924	1	46.7585	97.0887	1.5698																																											
323651	1	49.4469	90.4807	1.6588																																											
324571	1	44.6622	99.7475	1.4828																																											
325454	1	47.7316	95.1944	1.3978																																											
325458	1	42.5964	91.9353	1.4828																																											
325461	1	45.0289	99.478	1.6588																																											
327203	1	49.581	96.4881	1.2337																																											
328125	1	42.8799	91.7839	1.003																																											
329873	1	41.5831	98.9865	0.7256																																											
329874	1	46.7846	90.3046	1.003																																											
329883	1	49.6242	95.9497	1.0778																																											
330735	1	44.3145	93.0903	1.0778																																											
331612	1	44.0314	96.8183	0.9303																																											
331619	1	41.6586	94.7473	0.8598																																											
332499	1	41.5861	97.4816	0.9303																																											
332502	1	46.2512	92.8627	0.9303																																											
333330	1	43.3774	91.9586	0.4852																																											
333333	1	44.1354	90.7051	0.8598																																											
334208	1	43.6559	98.3835	0.6619																																											
335170	1	41.5817	95.4785	0.7256																																											
336065	1	41.155	90.1343	0.4852																																											
336067	1	43.5799	94.2646	0.7916																																											
336068	1	48.5976	97.556	0.7256																																											
336923	1	47.2975	96.0682	0.5417																																											
337836	1	46.1515	91.6655	0.6006																																											
337837	1	46.593	94.9322	0.3311																																											
337838	1	41.7926	97.1514	0.4852																																											
337842	1	44.7066	94.2149	0.6006																																											
338688	1	46.2832	92.938	0.4852																																											
338691	1	47.3574	90.513	0.5417																																											
339581	1	46.2676	90.2504	0.6006																																											
339583	1	41.1987	90.7159	0.3799																																											
339584	1	42.2612	94.2063	0.4312																																											
339586	1	49.7496	99.1793	0.2852																																											
340434	1	44.2313	92.4489	0.2852																																											
340438	1	40.3723	93.13	0.3311																																											
340440	1	47.6625	90.1325	0.4852																																											
340444	1	49.6414	92.2415	0.4852																																											
340445	1	46.2324	97.4853	0.4312																																											
341328	1	46.6661	94.4448	0.3799																																											
341330	1	42.8135	99.3638	0.2852																																											
341333	1	45.0964	99.4361	0.3799																																											
341335	1	48.2655	96.6715	0.4312																																											
342214	1	48.7602	98.4457	0.3799																																											
342215	1	46.4694	97.2652	0.3799																																											
342218	1	43.3918	92.335	0.3799																																											
342220	1	43.6911	96.8331	0.2852																																											
342222	1	42.8512	96.6737	0.3311																																											
343127	1	43.8538	95.0851	0.3311																																											
343128	1	46.5025	98.0121	0.242																																											
343975	1	46.2483	99.169	0.2852																																											
343976	1	44.6744	99.9277	0.2852																																											
343977	1	49.8299	96.022	0.3311																																											
343978	1	45.0007	99.788	0.2018																																											
343980	1	41.1751	93.3116	0.2018																																											
343982	1	47.9845	94.9552	0.3311																																											
344878	1	41.9191	99.5318	0.2852																																											
344879	1	41.204	99.4067	0.242																																											
344881	1	45.1866	92.31	0.242																																											
345661	1	49.38	94.5086	0.242																																											
345662	1	40.8026	91.529	0.242																																											
345663	1	48.2493	91.6347	0.1646																																											
345664	1	40.5887	91.8148	0.1306																																											
345667	1	41.5712	99.5678	0.2018																																											
345669	1	47.1652	96.2113	0.242																																											
346501	1	41.1603	95.6345	0.1646																																											
346502	1	45.7053	93.0117	0.1646																																											
346503	1	40.3326	98.6025	0.1646																																											
346504	1	45.3549	90.7837	0.1646																																											
346505	1	42.8118	90.7732	0.2018																																											
346506	1	46.0279	99.3302	0.2018																																											
346508	1	44.6852	90.4219	0.1306																																											
346509	1	42.7246	95.7785	0.2018																																											
346510	1	45.3498	92.9245	0.1646																																											
346511	1	49.7446	93.6401	0.2018																																											
346512	1	49.9681	98.3783	0.1646																																											
347381	1	48.7441	97.7774	0.1646																																											
347382	1	43.4946	92.8043	0.1306																																											
347383	1	42.6307	94.4722	0.1646																																											
347384	1	47.8647	93.9023	0.1306																																											
347385	1	40.7678	92.8145	0.1646																																											
347386	1	47.9056	97.0339	0.1646																																											
347388	1	43.2723	96.1249	0.1306																																											
347390	1	49.4187	95.9406	0.1646																																											
348288	1	45.4702	94.2713	0.1																																											
348289	1	48.8976	93.1133	0.1306																																											
348291	1	42.2878	91.701	0.1306																																											
348292	1	45.4473	93.423	0.1																																											
348293	1	43.985	91.7973	0.1																																											
348294	1	49.8471	97.6867	0.1306																																											
348295	1	46.5007	96.5772	0.1306																																											
349184	0	40.4711	95.935	0.1																																											
349185	0	48.98	96.4704	0.1																																											
349186	1	42.6288	93.0371	0.1																																											
349187	1	45.9286	93.1637	0.1																																											
349188	1	48.7206	97.2927	0.1																																											
349189	1	49.9624	99.8514	0.1																																											
349190	1	48.4409	95.5785	0.1																																											
349191	1	46.3622	96.6719	0.1																																											
349192	1	45.032	97.5513	0.1																																											
349193	1	46.3546	95.808	0.1																																											
294289	1	50.3565	93.4398	4.77																																											
304208	1	59.8064	92.3412	3.3434																																											
312994	1	56.8222	90.4661	2.0313																																											
313884	1	50.441	97.1574	2.3112																																											
313885	1	59.0136	92.2879	2.123																																											
315721	1	58.7466	92.8328	2.2163																																											
316562	1	51.448	98.6994	2.0313																																											
321938	1	59.0392	92.9276	1.5968																																											
321939	1	59.5287	99.9501	1.4347																																											
322813	1	53.6401	94.1787	1.7657																																											
324578	1	56.0916	96.9489	1.5968																																											
328131	1	56.6357	93.9715	1.1314																																											
329896	1	55.6746	98.2726	0.8573																																											
331630	1	52.2415	97.187	0.7317																																											
334214	1	54.2073	98.1825	0.8573																																											
336073	1	59.2476	94.3033	0.505																																											
336076	1	59.7642	92.2642	0.6142																																											
336935	1	53.5493	97.0171	0.5585																																											
336936	1	56.4868	97.201	0.6719																																											
337850	1	55.5337	90.098	0.5585																																											
337852	1	54.3911	90.1003	0.5585																																											
337853	1	57.8072	90.396	0.5585																																											
337854	1	54.9455	98.23	0.4536																																											
338696	1	53.8159	99.684	0.5585																																											
338697	1	55.004	90.7135	0.3131																																											
338699	1	52.8724	96.5181	0.505																																											
339595	1	52.334	95.4241	0.4045																																											
340447	1	50.9577	97.2092	0.4536																																											
341336	1	58.6302	97.1413	0.4045																																											
341337	1	50.8048	93.1987	0.3131																																											
341339	1	53.6075	90.5546	0.4536																																											
341340	1	57.3602	98.5707	0.4536																																											
341341	1	55.7349	96.4154	0.3576																																											
342224	1	50.9138	99.0397	0.4045																																											
342225	1	54.3362	95.795	0.3576																																											
342226	1	50.0298	97.9953	0.2711																																											
342228	1	51.6252	95.9589	0.4045																																											
342229	1	53.9005	97.4193	0.2315																																											
343134	1	53.7267	95.9238	0.3131																																											
343135	1	52.9328	96.3036	0.2315																																											
343137	1	55.6181	98.9214	0.3131																																											
343139	1	57.9827	98.9665	0.3576																																											
343140	1	55.9695	96.9282	0.3576																																											
343144	1	59.3395	98.8108	0.2315																																											
343987	1	58.5251	97.3291	0.2711																																											
343988	1	51.4241	96.7106	0.3131																																											
343989	1	54.0451	99.3111	0.3131																																											
344883	1	53.767	93.7987	0.2315																																											
344884	1	58.241	93.7813	0.2315																																											
344886	1	57.2895	97.7765	0.2711																																											
344888	1	56.3593	95.9039	0.1601																																											
344889	1	55.2748	97.8536	0.1601																																											
344890	1	54.5212	96.3651	0.1945																																											
344891	1	50.3363	99.6342	0.2315																																											
345670	1	59.8255	99.9372	0.2315																																											
345671	1	52.2283	94.1371	0.1601																																											
345673	1	56.3783	93.614	0.1945																																											
345675	1	54.1274	90.5494	0.1945																																											
345676	1	59.5457	91.2524	0.1286																																											
345677	1	59.8864	94.944	0.1945																																											
345678	1	56.4624	98.491	0.1945																																											
345679	1	56.9459	92.1581	0.1945																																											
345680	1	50.5387	96.0614	0.1945																																											
345681	1	51.4995	91.5306	0.2315																																											
345683	1	56.8958	94.5861	0.1945																																											
346516	1	59.5243	94.5677	0.1945																																											
346517	1	54.6999	96.2889	0.1601																																											
346518	1	52.9409	90.4894	0.1945																																											
346519	1	59.0003	96.1954	0.1945																																											
346520	1	51.7467	96.8974	0.1945																																											
346521	1	59.1664	94.1081	0.1945																																											
346522	1	53.2449	94.883	0.1945																																											
346523	1	56.8731	90.7308	0.1286																																											
346524	1	51.007	98.2077	0.1601																																											
346526	2	55.9836	92.1957	0.1																																											
347394	1	57.5811	97.2071	0.1601																																											
347395	1	56.0387	91.3025	0.1601																																											
347396	1	56.3057	91.2708	0.1286																																											
347397	1	51.8937	99.1252	0.1601																																											
347398	1	52.9105	91.5742	0.1286																																											
347399	1	53.9768	95.7491	0.1601																																											
347400	1	57.3598	93.9115	0.1286																																											
348301	1	53.8811	96.599	0.1																																											
348302	1	59.9347	94.6842	0.1286																																											
348303	1	54.1498	91.1812	0.1286																																											
348304	1	55.1401	97.9567	0.1286																																											
348306	1	52.0437	96.1101	0.1286																																											
349194	0	59.4348	95.5579	0.1																																											
349195	1	55.4367	91.9474	0.1																																											
349196	1	59.4497	97.4552	0.1																																											
349197	1	55.8506	98.9649	0.1																																											
349198	1	59.6229	95.8461	0.1																																											
349199	1	56.6491	96.0944	0.1																																											
349200	1	55.3597	99.8738	0.1																																											
349201	1	51.94	98.4665	0.1																																											
349202	2	57.8133	95.4048	0.1																																											
303325	1	68.8528	90.4186	4.6207																																											
311224	1	64.9253	91.2198	3.8639																																											
312143	1	64.4186	91.8558	3.5762																																											
314812	1	64.6842	94.4352	2.6396																																											
317451	1	67.3631	95.8768	3.1612																																											
320085	1	66.5029	95.9807	2.6396																																											
321038	1	66.6471	93.6846	2.5151																																											
321943	1	61.3862	96.7076	2.0408																																											
321948	1	67.4837	92.7425	2.2731																																											
321952	1	67.2972	93.2783	2.1557																																											
324589	1	64.7938	90.3057	1.8185																																											
324590	1	65.2896	92.6107	1.7112																																											
326312	1	66.5413	94.1862	1.7112																																											
327218	1	65.8364	94.2109	1.6064																																											
327220	1	62.2965	91.4032	1.3082																																											
327225	1	64.121	92.0042	1.4049																																											
328143	1	66.3959	96.1464	1.3082																																											
329056	1	62.9543	95.2774	1.2142																																											
329904	1	69.2168	90.4503	1.3082																																											
329906	1	63.7783	99.1077	1.5043																																											
330754	1	63.3799	90.1079	1.2142																																											
331637	1	69.05	98.2329	0.7873																																											
332518	1	64.1647	99.4585	1.0347																																											
335179	1	61.2287	99.0396	0.7109																																											
336086	1	61.9002	99.0406	0.7873																																											
336939	1	63.9054	97.3384	0.7109																																											
336947	1	62.0155	96.5587	0.7109																																											
336948	1	67.8278	93.023	0.7109																																											
336949	1	65.8839	95.115	0.3216																																											
337857	1	67.9391	92.6654	0.7109																																											
337858	1	61.56	94.1557	0.6376																																											
337861	1	67.0516	93.4587	0.6376																																											
337865	1	64.6707	92.7921	0.5676																																											
338703	1	69.8223	95.5853	0.6376																																											
338704	1	67.1302	97.5534	0.5009																																											
339603	1	68.1119	90.4277	0.6376																																											
339605	1	66.8731	97.0201	0.5009																																											
339606	1	63.6033	91.3672	0.7109																																											
340453	1	69.8653	99.1105	0.4376																																											
341352	1	65.6	94.702	0.5009																																											
341353	1	67.5482	97.5045	0.4376																																											
342234	1	67.8198	94.7493	0.4376																																											
342235	1	64.3571	93.134	0.4376																																											
342236	1	64.9186	90.291	0.3777																																											
342237	1	64.2591	94.24	0.3216																																											
342238	1	60.1219	96.8166	0.3216																																											
342240	1	68.1473	95.9447	0.3777																																											
343152	1	64.2871	90.7524	0.2691																																											
343155	1	61.3147	96.5888	0.2691																																											
343156	1	60.4412	97.4735	0.3216																																											
343157	1	68.7019	98.7938	0.3777																																											
343996	1	61.763	97.4871	0.3216																																											
343997	1	62.7526	96.7386	0.3216																																											
343998	1	67.8486	98.8799	0.3216																																											
344001	1	69.4549	91.3801	0.3216																																											
344002	1	63.4349	90.1259	0.3216																																											
344004	1	65.2218	95.0209	0.3777																																											
344005	1	66.37	93.9821	0.2691																																											
344893	1	60.3406	99.9264	0.2691																																											
344895	1	62.0918	97.676	0.2205																																											
344900	2	61.9161	95.1352	0.1619																																											
345685	1	64.2249	95.7278	0.2691																																											
345687	1	64.4087	91.1776	0.176																																											
345688	1	61.7336	93.8366	0.2691																																											
345689	1	64.7479	93.1067	0.2205																																											
345691	1	69.6086	92.8471	0.2691																																											
345692	1	66.8398	90.9338	0.2205																																											
345693	1	63.1388	90.7478	0.2691																																											
345694	2	64.3021	93.0978	0.1286																																											
346530	0	67.9785	93.6598	0.1598																																											
346533	1	65.4923	98.2267	0.2205																																											
346534	1	68.5417	99.4852	0.176																																											
346537	1	61.8091	97.8735	0.176																																											
346538	1	60.9066	93.749	0.2205																																											
346541	1	66.583	98.8225	0.2205																																											
347401	1	67.1546	94.0321	0.176																																											
347402	1	63.1592	93.6487	0.176																																											
347404	1	63.6288	92.1977	0.176																																											
347405	1	66.3216	98.582	0.176																																											
348308	1	61.8578	90.7449	0.1358																																											
348309	1	69.3157	93.9028	0.1358																																											
348310	1	69.0479	90.1357	0.1																																											
348311	1	66.5656	92.8734	0.1358																																											
348312	1	60.254	90.8501	0.1358																																											
348313	1	68.3184	98.9543	0.1358																																											
348314	1	64.4219	90.2688	0.1358																																											
348315	2	69.4656	95.9547	0.1137																																											
349203	0	68.2584	96.2539	0.1																																											
349204	0	63.2455	90.9667	0.1																																											
349205	0	64.5069	92.3356	0.1																																											
349206	1	68.1223	95.0824	0.1																																											
349207	1	69.0818	97.1817	0.1																																											
349208	1	61.2138	94.6065	0.1																																											
349209	1	64.3852	98.9269	0.1																																											
349210	1	60.9275	91.6798	0.1																																											
349211	1	62.7793	98.7558	0.1																																											
349212	1	69.9661	97.0285	0.1																																											
349213	1	60.4057	97.2766	0.1																																											
349214	1	60.2799	94.1674	0.1																																											
298884	1	76.2935	97.4496	5.0406																																											
298885	1	77.5059	93.9624	4.6125																																											
299791	1	77.0372	97.0237	4.1994																																											
302434	1	71.6335	97.4948	3.9325																																											
305103	1	77.8464	92.5343	3.4195																																											
308686	1	79.8735	91.0993	3.1736																																											
315732	1	70.5993	99.6501	2.8185																																											
320104	1	75.8232	90.8835	2.2639																																											
321042	1	74.4917	91.9365	2.1588																																											
321957	1	77.9147	94.4731	2.0556																																											
322835	1	74.5773	98.8214	2.0556																																											
324592	1	71.7568	96.6366	1.7582																																											
328151	1	75.2844	97.2473	1.3042																																											
328154	1	70.9177	99.5772	1.4794																																											
328155	1	71.1549	99.5793	1.1379																																											
329918	1	74.9729	96.0321	0.9055																																											
330760	1	71.4076	93.778	0.8328																																											
331644	1	71.3594	91.311	1.0581																																											
333351	1	76.0492	95.8253	0.7625																																											
333354	2	74.0771	99.5614	0.3665																																											
334231	1	73.3699	92.9339	0.7625																																											
334232	1	77.48	98.3644	0.7625																																											
334236	1	78.7194	95.3657	0.7625																																											
335188	1	73.9049	90.2556	0.7625																																											
336095	1	73.213	90.6294	0.6295																																											
336954	1	79.318	98.4719	0.6947																																											
336955	1	74.5377	99.5975	0.6295																																											
336957	1	73.3741	97.7184	0.5668																																											
336961	1	78.3039	94.9229	0.6947																																											
337869	1	71.8602	94.2833	0.5668																																											
337872	1	78.6047	99.0356	0.5668																																											
338713	1	73.0845	97.6638	0.395																																											
339617	1	77.6314	95.5032	0.4495																																											
341357	1	79.3129	98.873	0.4495																																											
341359	1	75.5172	93.848	0.4495																																											
341361	1	77.0389	94.2223	0.395																																											
341362	1	72.0884	98.0058	0.2948																																											
342243	1	73.928	98.9824	0.4495																																											
342244	1	72.7022	95.8098	0.395																																											
342248	1	79.4766	98.8153	0.395																																											
342251	1	75.0341	90.082	0.4495																																											
342252	1	73.4482	97.661	0.2492																																											
342253	1	70.1682	99.5214	0.3434																																											
343164	1	77.5478	98.8068	0.2948																																											
343165	1	74.6913	96.5537	0.2948																																											
343166	1	76.9254	92.2734	0.395																																											
343171	1	74.4556	91.577	0.2068																																											
344010	1	70.7131	90.931	0.2492																																											
344011	1	74.7993	93.5015	0.3434																																											
344014	1	74.9367	91.4236	0.2948																																											
344016	1	73.3825	95.6346	0.2948																																											
344017	1	78.7014	93.3017	0.2068																																											
344018	1	75.9606	95.087	0.2948																																											
344904	1	79.444	92.0561	0.2948																																											
344905	1	74.4303	94.8406	0.2068																																											
344908	1	73.1333	90.0203	0.2068																																											
344910	1	79.8092	90.8563	0.2492																																											
344912	1	75.1572	95.6113	0.2492																																											
344913	1	70.0566	90.9397	0.2948																																											
345696	1	76.9693	92.138	0.2068																																											
345697	1	75.4963	91.7656	0.2492																																											
345698	1	78.9029	95.3654	0.2068																																											
345699	1	75.3621	97.3489	0.2492																																											
345700	2	76.5906	98.4404	0.1133																																											
346546	1	73.8949	97.5156	0.2068																																											
346547	1	73.02	96.5895	0.1677																																											
346548	1	72.3589	91.6617	0.1677																																											
346549	1	79.4869	92.7565	0.1677																																											
347407	1	77.5906	96.5633	0.1677																																											
347408	1	79.3863	95.7225	0.1677																																											
347410	1	79.664	91.1327	0.132																																											
347411	1	77.4912	95.2453	0.132																																											
347412	1	75.8071	90.0537	0.132																																											
347413	1	73.1105	90.5097	0.1																																											
347414	1	70.4786	98.1789	0.132																																											
347415	1	78.5663	98.0654	0.1677																																											
347416	1	71.5619	94.6484	0.132																																											
348317	1	75.5605	94.0647	0.132																																											
348319	1	74.0606	93.4434	0.132																																											
348320	1	77.9861	90.252	0.132																																											
348321	1	77.8418	91.8598	0.132																																											
349215	0	72.1371	91.1548	0.1																																											
349216	1	78.2237	95.7453	0.1																																											
349217	1	78.7475	95.0921	0.1																																											
349218	1	73.3206	98.2148	0.1																																											
349219	1	76.9902	97.0549	0.1																																											
349220	1	77.3217	90.746	0.1																																											
295247	1	83.0008	90.3207	4.1903																																											
299801	1	84.0519	98.8923	3.4314																																											
314827	1	81.5461	92.7183	1.847																																											
316584	1	84.8819	96.6477	2.0133																																											
318376	1	82.0639	99.3797	1.3827																																											
321968	1	81.5235	97.8854	1.5316																																											
321973	1	83.6603	94.9217	1.5316																																											
324603	1	89.4029	94.3614	1.2399																																											
326343	1	83.8404	99.592	1.0373																																											
327242	1	88.5387	92.6546	0.8493																																											
328162	1	85.4907	98.5682	1.0373																																											
329923	1	82.2044	98.7534	0.7899																																											
330773	1	80.0742	97.9387	0.9103																																											
331657	1	87.2267	92.1317	0.7899																																											
334238	1	87.125	94.4751	0.8493																																											
334239	1	81.8219	90.2713	0.7323																																											
334244	1	80.8871	93.275	0.6223																																											
335197	1	85.4331	90.9587	0.5195																																											
335198	1	83.3643	90.418	0.57																																											
335200	1	85.3774	92.9155	0.6764																																											
336968	1	85.4047	96.9857	0.471																																											
337873	1	83.1334	93.9773	0.4243																																											
338718	1	88.3923	94.2166	0.4243																																											
338720	1	87.861	98.3462	0.4243																																											
338722	1	88.7287	96.5721	0.3796																																											
339619	1	84.286	96.4762	0.3796																																											
339620	1	83.0528	93.8364	0.5195																																											
339621	1	84.4871	93.2335	0.3796																																											
340474	1	87.2703	93.8399	0.4243																																											
340476	1	89.1711	90.2451	0.471																																											
341370	1	82.002	99.5955	0.2963																																											
341371	1	85.0993	93.7739	0.2963																																											
341372	1	88.807	97.8974	0.2963																																											
341374	1	80.0098	97.3331	0.3796																																											
341375	1	85.2548	93.5285	0.3369																																											
342256	1	87.4095	95.0903	0.3369																																											
342259	1	88.171	91.426	0.2579																																											
343177	1	88.1021	98.3638	0.2216																																											
343178	1	89.547	97.2526	0.2963																																											
343180	1	80.882	94.7468	0.2579																																											
343181	1	80.644	97.9494	0.3369																																											
343183	1	89.3664	98.7457	0.2579																																											
344022	1	87.8959	90.3507	0.2579																																											
344023	1	85.3952	97.3706	0.2216																																											
344024	1	80.5433	98.7848	0.2579																																											
344026	1	81.5468	96.6663	0.2963																																											
344028	1	89.9404	98.6902	0.2579																																											
344916	1	82.2962	97.6933	0.2216																																											
344917	1	87.2848	99.9567	0.2216																																											
344918	1	89.297	96.6835	0.2579																																											
344920	1	87.7668	96.2091	0.1876																																											
344922	1	82.786	94.8132	0.2216																																											
345703	1	83.5397	96.7202	0.1876																																											
345705	1	86.4818	91.4242	0.2216																																											
345706	1	84.8802	96.2633	0.1876																																											
345707	1	81.8468	92.1707	0.2216																																											
346554	1	88.0186	97.9142	0.1267																																											
346555	1	82.9323	92.4403	0.1559																																											
346556	1	83.694	98.5458	0.1																																											
346557	1	86.4217	99.4353	0.1876																																											
346558	1	84.4173	92.5863	0.1876																																											
347418	0	84.6571	94.9481	0.1138																																											
347420	1	80.9594	93.8214	0.1559																																											
347421	1	88.9338	90.9439	0.1267																																											
347422	1	86.6502	95.928	0.1559																																											
347423	1	84.9907	94.1419	0.1559																																											
347424	1	86.1998	95.8604	0.1559																																											
347425	1	87.9468	90.2987	0.1267																																											
348322	0	89.1959	94.588	0.1138																																											
348327	1	89.6348	94.7967	0.1267																																											
348328	1	88.1316	93.4207	0.1267																																											
348329	1	88.0593	97.31	0.1																																											
348330	1	85.4344	96.7178	0.1																																											
348331	1	87.2794	94.0275	0.1																																											
348332	1	82.5929	97.3388	0.1																																											
349221	0	82.6695	96.8316	0.1																																											
349222	0	82.1585	99.2681	0.1																																											
349223	1	80.3947	96.6205	0.1																																											
349224	1	88.1262	90.6831	0.1																																											
349225	1	88.4097	92.1332	0.1																																											
349226	1	83.2403	92.5471	0.1																																											
349227	1	82.7497	95.6967	0.1																																											
280923	0	93.2306	99.3349	5.1453																																											
305116	1	99.8533	93.4789	5.3509																																											
306900	1	93.9141	95.7954	4.6538																																											
308713	1	92.2878	93.3671	4.3197																																											
310381	0	98.888	95.7182	2.2146																																											
311265	1	96.2648	90.9322	3.5278																																											
312168	1	96.8647	93.8413	4.1563																																											
314838	1	99.5332	92.0966	3.377																																											
315753	1	97.1242	92.958	3.5278																																											
318385	1	91.8402	95.2673	2.5279																																											
319246	1	92.5202	93.9071	2.8002																																											
319249	1	95.8471	95.4295	2.5279																																											
321062	1	91.9658	92.8783	2.8002																																											
321070	1	96.8137	97.1225	2.1403																																											
321073	1	99.5561	94.0457	2.6627																																											
321982	1	92.4521	95.5535	2.5279																																											
324608	1	95.4195	95.5639	2.1403																																											
324611	1	96.7886	98.2244	1.7786																																											
325509	1	95.3359	91.2826	1.7786																																											
327252	1	92.0365	99.5447	2.0168																																											
329937	1	98.6857	91.5558	1.2362																																											
329939	1	94.8376	91.2167	1.5523																																											
330782	1	94.2455	94.174	1.2362																																											
330785	1	90.5232	99.0741	1.3384																																											
330788	1	98.1255	93.1699	1.3384																																											
332546	1	98.247	99.6808	0.9494																																											
333367	1	97.2483	92.2576	0.5413																																											
333369	1	96.989	90.4571	0.9494																																											
333371	1	92.9983	97.2848	1.1373																																											
334251	1	94.4701	91.6364	1.0417																																											
334254	1	92.7402	92.3679	1.1373																																											
336106	1	94.3584	90.6412	0.6936																																											
336109	1	98.802	99.3289	0.7753																																											
336113	1	94.7936	96.9905	0.9494																																											
336114	1	94.0421	98.8274	0.6936																																											
336115	1	91.5894	99.4958	0.8606																																											
336984	1	96.2419	95.4216	0.6936																																											
337879	1	90.3305	98.0802	0.6936																																											
337880	1	98.4554	90.369	0.6936																																											
337886	1	92.0589	94.7076	0.7753																																											
337888	1	93.1902	97.061	0.7753																																											
338732	1	94.0386	97.2746	0.6936																																											
339626	1	99.7653	92.0396	0.471																																											
339627	1	94.1139	98.2089	0.5413																																											
340485	1	97.7035	96.5951	0.6155																																											
340486	1	94.5126	99.486	0.5413																																											
340487	1	99.8317	94.0321	0.6155																																											
341383	1	94.5158	91.0683	0.2846																																											
341384	1	90.0285	90.5505	0.5413																																											
