# Model	: samsara2																																														
# Author	: Benoit Courbaud																																														
# Project	: sam																																														
# Stand date	: 2012																																														
# Initial source	: C:\Users\benoit.courbaud\Capsis4\data\samsara2\DemoFiles\Prenovel\Prenovel01_26_Adrien_Inventory.txt																																														
# File format : 																																															
#    Name	: Chargeur / exporteur d'inventaires Samsara2																																														
#    Class name	: samsara2.extension.ioformat.Samsa2Inventory																																														
#    Version	: 1.0																																														
#    Author	: F. de Coligny																																														
																																															
																																															
# Samsa2InventoryExport																																															
# 																																															
# Key records section																																															
# 																																															
treeRecruitmentDbh = 7.5																																															
date = 2012																																															
cellWidth = 10																																															
plotXMin = 0																																															
plotYMin = 0																																															
plotXMax = 100																																															
plotYMax = 100																																															
plotSlope = 6																																															
plotAspect = 144																																															
bottomAzimut = 270																																															
canopyTop = 40.0																																															
balRadius = 17.0																																															
9	1	63.704	41.6492	4.3775	22.1967	14.6336	3.0265	3.1639	44	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
10	1	17.9592	76.6785	8.0592	19.7453	14.6888	5.3299	2.9138	39	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
11	1	92.3718	17.7234	1.8628	18.2609	13.5776	3.2941	2.8555	36	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
12	1	16.566	86.3406	9.0748	19.369	15.2559	2.7625	2.7048	38	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
13	1	94.8284	85.9997	9.039	22.0786	19.7478	10.3437	2.6177	44	B	(0,0,0,0,0,0,0,1,0,0,0)	alive																																			
14	1	53.2205	59.1374	6.2156	18.543	13.3038	4.0581	2.2512	37	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
15	1	96.7076	35.7491	3.7573	19.7754	14.609	4.0562	3.1142	39	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
16	1	84.3795	43.5792	4.5804	20.3256	19.9405	8.3401	2.8598	40	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
17	1	89.5013	86.3262	9.0733	21.2589	13.7385	5.6486	2.3229	42	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
18	1	87.5978	80.1659	8.4258	21.8364	14.7111	5.9227	3.1354	43	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
19	1	87.0994	10.6639	1.1208	18.8511	12.9794	2.5871	2.3504	37	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
20	1	68.1128	92.4277	9.7146	18.091	11.5381	5.0076	2.9634	36	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
21	1	43.3173	88.6028	9.3126	18.0443	12.9785	5.2313	2.5375	36	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
22	1	76.3008	52.8165	5.5512	19.9413	17.7365	5.3622	2.3003	39	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
23	1	45.1464	63.9973	6.7264	18.6679	13.1026	4.671	2.9578	37	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
24	1	88.8786	26.538	2.7892	20.9918	14.2391	3.4072	2.7326	41	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
25	1	20.3913	41.746	4.3877	18.3282	16.5027	3.8946	2.5413	36	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
26	1	88.4574	28.937	3.0414	22.7664	14.7484	4.8564	2.8777	45	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
27	1	62.9073	88.7265	9.3256	19.1334	14.8729	5.6978	2.5307	38	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
28	1	48.4256	80.1911	8.4284	22.3974	18.5228	5.8021	2.652	44	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
29	1	83.8265	96.0715	10.0975	22.2873	20.3215	8.4114	2.6092	44	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
30	1	93.1194	4.8362	0.5083	21.6296	15.7003	7.0087	2.6607	43	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
31	1	42.964	19.3061	2.0292	21.3074	15.9213	4.3447	2.6146	42	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
32	1	56.858	3.0463	0.3201	22.2195	14.341	3.2996	2.6951	44	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
33	1	1.0184	37.5716	3.9489	22.1591	13.4094	3.9612	3.3415	44	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
34	1	9.6547	15.6035	1.64	22.6389	17.5583	6.0356	2.5412	45	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
35	1	60.2349	63.4948	6.6736	18.3783	16.4444	6.6474	3.0409	36	C	(0,0,0,0,1,0,0,0,0,0,0)	alive																																			
36	1	52.2817	15.1446	1.5918	23.5713	16.3278	4.9258	3.1936	47	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
37	1	28.8719	91.2177	9.5874	24.0297	19.7159	7.7167	3.0132	48	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
38	1	8.8529	82.5352	8.6748	27.0403	17.0787	4.02	3.1845	54	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
39	1	53.1152	91.6844	9.6364	28.246	22.8911	5.8532	2.7476	56	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
40	1	61.2021	69.1208	7.2649	26.3659	24.1298	5.5365	3.5685	52	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
41	1	9.0092	51.4907	5.4119	27.0488	16.8582	3.9172	2.6214	54	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
42	1	76.0738	3.1208	0.328	28.4385	20.4397	7.522	3.9944	56	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
43	1	36.5229	4.432	0.4658	26.7487	21.7498	6.5808	3.1614	53	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
44	1	73.5048	71.5774	7.5231	25.4075	18.8665	4.5239	3.2263	50	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
45	1	28.0487	23.3422	2.4534	27.4132	16.3614	4.4974	3.6553	54	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
46	1	72.766	98.042	10.3046	27.7055	18.4789	5.8156	2.8	55	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
47	1	54.4285	23.901	2.5121	25.9894	16.913	3.3178	2.5256	51	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
48	1	30.8442	40.5722	4.2643	24.433	17.5244	6.1594	3.1822	48	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
49	1	23.0299	81.7896	8.5965	24.1341	23.0855	9.3435	2.7414	48	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
50	1	57.6836	54.6378	5.7426	26.68	22.0723	8.2458	2.7434	53	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
51	1	14.446	79.9115	8.399	27.134	18.6007	4.7809	2.5395	54	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
52	1	52.2705	1.1736	0.1233	26.3905	21.5054	4.1301	2.8577	52	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
53	1	37.0656	83.3484	8.7603	25.9392	17.2469	6.1697	3.3114	51	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
54	1	54.1303	31.2889	3.2886	27.3785	21.8002	6.778	3.3729	54	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
55	1	72.0651	86.3052	9.0711	26.7004	21.5572	9.8262	3.3156	53	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
56	1	45.9228	46.0378	4.8388	24.2433	15.8139	5.3998	2.7253	48	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
57	1	55.2968	87.505	9.1972	23.4326	14.6607	5.4028	2.7963	46	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
58	1	74.5574	12.1741	1.2796	23.8625	18.5722	6.1889	2.9905	47	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
59	1	57.0993	28.3265	2.9772	23.7402	18.7437	7.2271	2.5093	47	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
60	1	80.6145	12.9581	1.362	24.3478	17.1091	4.8283	2.5705	48	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
61	1	76.2311	71.4327	7.5079	25.3073	15.6312	7.4961	3.3834	50	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
62	1	38.8456	26.8529	2.8223	25.3553	17.0672	9.0599	3.137	50	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
63	1	59.9322	6.7243	0.7067	25.182	20.1154	9.2048	3.546	50	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
64	1	16.1422	56.3429	5.9219	27.6355	20.0285	8.9216	3.5263	55	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
65	1	98.5396	46.1543	4.851	28.9051	18.6002	8.1151	4.0373	57	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
66	1	47.5965	74.1256	7.7909	29.8194	21.6304	7.0568	3.0967	59	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
67	1	20.1371	9.2765	0.975	28.3741	27.6961	8.104	2.7838	56	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
68	1	16.144	14.5725	1.5317	33.4717	27.4651	9.7029	2.9586	66	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
69	1	28.394	7.3542	0.7729	28.1007	15.3902	3.7176	3.2495	56	A	(0,0,0,0,0,0,0,1,0,0,0)	alive																																			
70	1	96.7649	14.6258	1.5373	30.2641	19.7851	4.4809	3.3786	60	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
71	1	85.0487	5.4403	0.5718	32.5838	22.2082	6.323	2.7898	65	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
72	1	92.3354	0.1899	0.0199	29.6338	20.8117	8.6669	2.6234	59	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
73	1	37.4183	79.0437	8.3078	31.8568	18.6499	5.2109	3.3293	63	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
74	1	44.9565	21.5978	2.27	28.4683	18.2397	3.3126	3.1313	56	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
75	1	30.8661	84.833	8.9163	29.6826	17.0539	6.3393	3.3483	59	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
76	1	53.9528	64.8777	6.8189	32.4593	19.3967	5.5649	3.7385	64	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
77	1	26.3365	33.2817	3.498	32.7108	25.4068	7.7425	3.2138	65	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
78	1	69.7225	4.3113	0.4531	30.2247	25.754	7.1915	3.6889	60	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
79	1	63.8639	85.2439	8.9595	33.5221	19.8467	7.3379	3.4313	67	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
80	1	61.2302	16.1748	1.7001	30.5427	16.6092	4.3722	3.4877	61	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
81	1	74.3924	94.1547	9.8961	31.7924	21.8565	8.0221	2.9233	63	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
82	1	74.1767	43.5679	4.5792	29.7224	19.3366	8.7179	3.2871	59	B	(0,0,0,0,1,0,0,0,0,0,0)	alive																																			
83	1	44.2902	80.8828	8.5011	28.1965	22.0298	4.4406	3.1132	56	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
84	1	6.739	87.8853	9.2371	28.5547	22.5262	7.4894	3.402	57	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
85	1	79.6204	59.219	6.2242	31.1995	23.3694	5.6083	3.1627	62	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
86	1	30.2648	3.7512	0.3942	32.4588	21.1777	9.6149	3.0131	64	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
87	1	0.5298	26.5668	2.7923	30.3569	21.6179	3.8136	3.3536	60	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
88	1	73.4186	91.1335	9.5785	37.4378	27.6508	6.2184	3.9314	74	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
89	1	20.0447	96.6082	10.1539	37.5253	25.1825	5.295	3.4027	75	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
90	1	70.0131	10.8745	1.143	36.0392	30.3334	16.1709	3.7714	72	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
91	1	26.1097	78.5492	8.2559	32.9882	19.2302	6.936	3.4989	65	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
92	1	43.1255	98.0173	10.302	36.7085	21.1377	10.7029	3.577	73	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
93	1	90.8866	1.0087	0.106	37.5812	25.1557	8.5704	4.2306	75	T	(0,0,1,0,0,0,0,0,0,0,0)	alive																																			
94	1	61.0849	11.0791	1.1645	35.0716	18.807	6.6072	2.832	70	B	(0,0,0,0,0,0,0,1,0,0,0)	alive																																			
95	1	77.1264	37.6928	3.9616	34.2534	23.3288	4.5882	3.402	68	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
96	1	54.5295	34.8146	3.6591	35.0225	22.7662	7.3715	2.8504	70	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
97	1	97.8562	16.7076	1.7561	37.0823	24.0273	9.3441	3.2546	74	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
98	1	27.9736	49.0356	5.1538	37.357	29.7788	12.4484	3.3744	74	D	(0,0,0,0,1,0,0,0,0,0,0)	alive																																			
99	1	12.6725	85.6922	9.0067	37.2509	19.9007	5.4537	4.3098	74	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
100	1	34.1846	86.6933	9.1119	34.8735	23.5966	8.8736	3.1696	69	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
101	1	11.6078	60.9139	6.4023	33.3611	26.3633	8.9233	3.8283	66	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
102	1	5.1593	30.7026	3.2269	36.0102	20.3612	7.7486	3.6839	72	T	(0,0,0,0,0,0,0,1,0,0,0)	alive																																			
103	1	45.8399	10.0462	1.0559	37.2728	27.2559	8.7472	3.8377	74	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
104	1	49.6039	40.8812	4.2968	38.3919	26.9073	6.5543	3.5862	76	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
105	1	13.4363	5.5592	0.5843	42.4273	24.9154	10.6335	4.3371	84	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
106	1	33.5576	59.8947	6.2952	40.7662	19.5491	7.1446	4.1327	81	A	(0,0,0,0,1,0,0,0,0,0,0)	alive																																			
107	1	97.8795	38.4856	4.045	39.5478	22.945	10.3277	3.6782	79	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
108	1	58.1648	20.246	2.128	40.8043	27.2743	6.9981	4.6139	81	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
109	1	87.2939	0.7777	0.0817	39.8218	25.0477	11.6155	3.7269	79	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
110	1	36.5891	63.1136	6.6335	41.1997	28.4247	10.4725	3.7993	82	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
111	1	73.0941	28.5582	3.0016	38.4985	18.3918	5.4577	3.5957	76	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
112	1	50.6742	84.2406	8.8541	38.024	26.4577	13.2696	4.2063	76	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
113	1	38.204	48.2713	5.0735	40.883	29.0829	9.1195	4.4263	81	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
114	1	37.1972	42.0952	4.4244	39.7276	20.876	7.9043	3.9255	79	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
115	1	97.0427	83.0736	8.7314	40.1162	26.5617	12.8474	3.8712	80	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
116	1	13.4212	99.1656	10.4227	42.5319	24.3932	11.7542	4.2128	85	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
117	1	42.1511	57.7614	6.071	40.9182	21.1163	8.1752	4.022	81	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
118	1	2.1429	18.5262	1.9472	45.4934	23.6739	12.3255	3.6379	90	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
119	1	85.6353	87.1128	9.156	44.0026	19.8678	7.3822	3.5012	88	C	(0,0,0,0,1,0,0,0,0,0,0)	alive																																			
120	1	57.5455	4.7024	0.4942	43.0443	29.6788	9.7061	3.3774	86	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
121	1	57.5244	44.7309	4.7014	44.7668	18.2639	4.6827	4.1389	89	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
122	1	24.9032	60.3825	6.3465	47.6454	25.4199	10.0103	4.0626	95	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
123	1	37.6957	87.3041	9.1761	46.6737	20.2321	9.5625	3.4075	93	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
124	1	89.5491	28.6709	3.0134	43.3728	26.6668	13.983	4.1704	86	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
125	1	53.1937	52.6602	5.5348	43.9819	26.2254	7.7756	3.2547	87	T	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
126	1	83.5041	4.3435	0.4565	44.1735	23.793	8.7513	3.5405	88	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
127	1	68.5697	59.069	6.2084	47.6601	29.3788	5.3336	3.3971	95	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
128	1	21.7809	26.9637	2.834	43.704	28.1128	5.4626	3.9235	87	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
129	1	33.296	7.9589	0.8365	48.8441	24.692	5.9593	3.9378	97	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
130	1	34.6127	13.7348	1.4436	47.1881	25.2009	8.6831	3.6565	94	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
131	1	27.3587	32.5413	3.4202	48.618	22.4801	6.0523	4.8739	97	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
132	1	46.7203	50.6101	5.3193	51.1274	22.7041	12.2381	4.2263	102	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
133	1	63.8092	40.7977	4.288	52.8306	24.9621	4.3979	5.3697	105	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
134	1	30.2202	36.4521	3.8312	50.9093	27.5463	8.9617	4.686	101	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
135	1	65.3545	72.8624	7.6581	48.6372	27.3883	7.7446	3.9444	97	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
136	1	23.8897	66.9242	7.034	50.3196	29.1548	7.3265	4.0295	100	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
137	1	30.9934	30.0433	3.1577	50.9251	24.4754	5.7572	5.1085	101	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
138	1	68.2408	52.3213	5.4992	49.3654	27.9984	9.3498	3.261	98	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
139	1	48.2556	35.5558	3.737	48.3332	20.6476	10.1058	3.8587	96	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
140	1	53.2228	86.6884	9.1114	50.7612	29.8061	7.0584	3.9798	101	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
141	1	86.7764	55.4983	5.8331	50.8502	29.4017	8.8885	4.6204	101	D	(0,0,0,1,0,0,0,0,0,0,0)	alive																																			
142	1	13.3563	24.3447	2.5587	48.2993	22.8933	9.5657	4.3973	96	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
143	1	29.7416	42.6844	4.4863	54.5908	21.5515	4.3531	4.9498	109	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
144	1	33.7181	74.3276	7.8121	56.8835	29.3293	13.5485	4.952	113	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
145	1	61.1614	65.6509	6.9002	53.348	26.0559	7.1345	3.6079	106	A	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
146	1	49.4349	93.2896	9.8051	57.1237	30.3147	6.1699	3.9471	114	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
147	1	28.9844	50.4931	5.307	53.7241	29.4673	15.1367	4.1702	107	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
148	1	31.2038	43.0245	4.5221	53.4672	34.2983	11.4345	4.8753	106	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
149	1	46.7367	94.137	9.8942	54.1193	25.8717	5.7639	4.1153	108	B	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
150	1	49.8505	80.0707	8.4158	53.7234	30.7163	11.8493	3.5092	107	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
151	1	79.6748	4.2399	0.4456	57.1776	31.7143	5.9413	3.8997	114	D	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
152	1	4.0444	61.7323	6.4883	55.2751	18.4092	5.0896	4.4861	110	C	(0,0,0,0,0,0,0,0,0,0,0)	alive																																			
